`;GTDEM10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt
19.03.2015;0,186;1,252;1,533;1,969;0,331;1,309;2,3482;-0,067;0,469
20.03.2015;0,183;1,201;1,516;1,931;0,323;1,302;2,3837;-0,09;0,413
23.03.2015;0,223;1,292;1,51;1,912;0,304;1,305;2,3878;-0,086;0,404
24.03.2015;0,235;1,326;1,504;1,874;0,305;1,3;2,3717;-0,097;0,379
25.03.2015;0,219;1,333;1,48;1,926;0,325;1,343;2,3228;-0,094;0,37
26.03.2015;0,214;1,309;1,582;1,99;0,324;1,425;2,3263;-0,067;0,391
27.03.2015;0,206;1,351;1,542;1,962;0,37;1,371;2,4072;-0,039;0,388
30.03.2015;0,205;1,309;1,576;1,948;0,368;1,368;2,3608;-0,05;0,423
31.03.2015;0,18;1,239;1,576;1,924;0,396;1,354;2,3192;-0,068;0,412
01.04.2015;0,166;1,276;1,54;1,858;0,378;1,313;2,3342;-0,081;0,402
02.04.2015;0,193;1,299;1,592;1,912;0,336;1,312;2,2992;-0,081;0,415
03.04.2015;0,193;1,299;1,592;1,84;0,363;1,312;2,295;-0,081;0,415
06.04.2015;0,193;1,299;1,592;1,896;0,335;1,344;2,295;-0,081;0,415
07.04.2015;0,185;1,238;1,582;1,886;0,354;1,338;2,3497;-0,077;0,399
08.04.2015;0,162;1,246;1,579;1,906;0,354;1,337;2,3278;-0,081;0,371
09.04.2015;0,159;1,299;1,57;1,96;0,357;1,37;2,348;-0,116;0,374
10.04.2015;0,154;1,264;1,579;1,948;0,339;1,369;2,3663;-0,109;0,349
13.04.2015;0,156;1,283;1,592;1,928;0,333;1,35;2,3412;-0,129;0,325
14.04.2015;0,137;1,307;1,514;1,899;0,324;1,318;2,3063;-0,152;0,286
15.04.2015;0,106;1,26;1,559;1,889;0,323;1,342;2,2818;-0,175;0,268
16.04.2015;0,084;1,376;1,606;1,891;0,323;1,371;2,3678;-0,148;0,249
17.04.2015;0,077;1,474;1,583;1,866;0,303;1,403;2,3523;-0,179;0,225
20.04.2015;0,074;1,482;1,567;1,89;0,305;1,421;2,3963;-0,185;0,242
21.04.2015;0,1;1,45;1,566;1,91;0,305;1,441;2,3918;-0,167;0,301
22.04.2015;0,164;1,39;1,714;1,98;0,301;1,496;2,4373;-0,161;0,327
23.04.2015;0,164;1,405;1,69;1,959;0,309;1,479;2,5213;-0,128;0,341
24.04.2015;0,154;1,44;1,647;1,909;0,285;1,439;2,5338;-0,129;0,344
27.04.2015;0,161;1,356;1,691;1,922;0,299;1,462;2,5018;-0,129;0,329
28.04.2015;0,162;1,377;1,695;2,004;0,296;1,555;2,5572;-0,109;0,323
29.04.2015;0,284;1,504;1,833;2,04;0,296;1,582;2,5933;-0,047;0,405
30.04.2015;0,364;1,496;1,833;2,033;0,336;1,578;2,6463;0,006;0,453
01.05.2015;0,37;1,463;1,841;2,114;0,358;1,658;2,68;0,013;0,453
04.05.2015;0,452;1,53;1,841;2,145;0,358;1,712;2,6895;0,046;0,546
05.05.2015;0,514;1,803;1,97;2,186;0,358;1,736;2,7933;0,081;0,662
06.05.2015;0,585;1,913;1,983;2,244;0,358;1,818;2,9242;0,127;0,75
07.05.2015;0,589;1,772;1,92;2,181;0,425;1,745;2,989;0,124;0,762
08.05.2015;0,546;1,673;1,875;2,149;0,416;1,696;2,8405;0,054;0,722
11.05.2015;0,609;1,765;1,948;2,281;0,391;1,818;2,8528;0,072;0,772
12.05.2015;0,674;1,846;1,984;2,25;0,443;1,796;3,0425;0,094;0,813
13.05.2015;0,723;1,889;2,02;2,294;0,448;1,826;2,9535;0,105;0,738
14.05.2015;0,701;1,853;1,982;2,231;0,448;1,8;2,995;0,105;0,738
15.05.2015;0,623;1,768;1,879;2,143;0,399;1,71;2,8945;0,048;0,737
18.05.2015;0,648;1,889;1,951;2,235;0,385;1,711;2,8683;0,039;0,726
19.05.2015;0,593;1,804;1,947;2,289;0,374;1,826;2,9457;0,004;0,739
20.05.2015;0,631;1,861;1,977;2,249;0,386;1,792;2,9688;0,027;0,799
21.05.2015;0,638;1,839;1,974;2,191;0,408;1,745;2,9418;0,015;0,804
22.05.2015;0,602;1,854;1,927;2,21;0,413;1,767;2,9167;0,008;0,781
25.05.2015;0,603;1,848;1,927;2,21;0,419;1,776;2,9107;0,008;0,786
26.05.2015;0,545;1,935;1,875;2,14;0,418;1,701;2,9167;-0,024;0,736
27.05.2015;0,553;1,855;1,882;2,129;0,385;1,663;2,8393;-0,019;0,737
28.05.2015;0,529;1,863;1,824;2,136;0,396;1,671;2,7775;-0,047;0,708
29.05.2015;0,486;1,846;1,813;2,122;0,389;1,621;2,7298;-0,082;0,649
01.06.2015;0,54;1,977;1,847;2,18;0,403;1,631;2,7083;-0,095;0,688
02.06.2015;0,713;2,124;1,98;2,263;0,418;1,707;2,741;-0,029;0,818
03.06.2015;0,881;2,178;2,078;2,365;0,464;1,777;2,8918;0,044;0,976
04.06.2015;0,837;2,142;2,033;2,308;0,503;1,737;3,0415;0,059;0,956
05.06.2015;0,843;2,238;2,079;2,408;0,486;1,824;3,0393;0,092;0,956
08.06.2015;0,878;2,258;2,044;2,383;0,491;1,811;3,0675;0,143;0,969
09.06.2015;0,949;2,286;2,097;2,439;0,448;1,878;2,9648;0,211;1,032
10.06.2015;0,98;2,244;2,128;2,485;0,506;1,903;3,0483;0,224;1,035
11.06.2015;0,883;2,14;2,047;2,378;0,531;1,809;3,1488;0,159;1,042
12.06.2015;0,833;2,21;1,987;2,393;0,509;1,804;3,0163;0,143;1,011
15.06.2015;0,823;2,351;2,023;2,357;0,499;1,764;3,0087;0,115;0,981
16.06.2015;0,796;2,328;1,987;2,31;0,496;1,736;3,0083;0,113;0,995
17.06.2015;0,807;2,311;2,061;2,317;0,476;1,751;2,9915;0,12;1,011
18.06.2015;0,806;2,29;2,041;2,335;0,443;1,791;2,8495;0,125;0,97
19.06.2015;0,75;2,278;2,004;2,259;0,418;1,713;2,8825;0,123;0,949
22.06.2015;0,883;2,152;2,097;2,373;0,427;1,802;2,9515;0,17;1,053
23.06.2015;0,871;2,133;2,108;2,41;0,457;1,827;3,0643;0,163;1,055
24.06.2015;0,843;2,122;2,131;2,368;0,458;1,772;3,0483;0,129;1,019
25.06.2015;0,861;2,086;2,144;2,41;0,475;1,811;3,0592;0,107;1,025
26.06.2015;0,921;2,147;2,186;2,474;0,465;1,869;3,0568;0,149;1,077
29.06.2015;0,794;2,387;2,073;2,325;0,446;1,744;2,9538;0,097;0,999
30.06.2015;0,763;2,331;2,024;2,354;0,459;1,681;3,0103;0,096;0,974
01.07.2015;0,812;2,29;2,105;2,423;0,478;1,684;3,0115;0,107;1,036
02.07.2015;0,844;2,32;2,079;2,383;0,516;1,739;3,11;0,125;0,947
03.07.2015;0,789;2,245;1,996;2,383;0,478;1,696;3,0698;0,088;0,882
06.07.2015;0,763;2,384;2,004;2,286;0,465;1,632;2,9328;0,072;0,869
07.07.2015;0,642;2,267;1,832;2,259;0,452;1,573;2,9028;-0,017;0,74
08.07.2015;0,67;2,216;1,891;2,193;0,414;1,515;2,746;0,002;0,738
09.07.2015;0,718;2,173;1,953;2,322;0,443;1,591;2,8047;0,002;0,745
10.07.2015;0,896;2,133;2,08;2,398;0,441;1,682;2,9393;0,086;0,857
13.07.2015;0,854;2,11;2,118;2,455;0,449;1,688;2,9938;0,073;0,89
14.07.2015;0,835;2,063;2,122;2,402;0,454;1,648;3,0198;0,093;0,848
15.07.2015;0,827;2;2,115;2,353;0,451;1,59;3,0297;0,07;0,808
16.07.2015;0,832;1,986;2,075;2,351;0,442;1,576;2,9715;0,079;0,836
17.07.2015;0,787;1,916;2,078;2,348;0,421;1,563;2,9488;0,054;0,813
20.07.2015;0,761;1,904;2,061;2,373;0,421;1,575;2,9183;0,024;0,797
21.07.2015;0,78;1,963;2,086;2,326;0,41;1,564;2,9348;0,028;0,808
22.07.2015;0,746;1,936;2,03;2,324;0,415;1,54;2,8938;-0,011;0,774
23.07.2015;0,741;1,896;2,008;2,269;0,407;1,498;2,8542;-0,008;0,75
24.07.2015;0,69;1,865;1,934;2,263;0,406;1,482;2,8152;-0,056;0,708
27.07.2015;0,69;1,892;1,935;2,218;0,403;1,455;2,7518;-0,076;0,698
28.07.2015;0,689;1,873;1,936;2,251;0,402;1,505;2,7583;-0,056;0,733
29.07.2015;0,716;1,9;1,977;2,287;0,4;1,516;2,7903;-0,006;0,741
30.07.2015;0,649;1,818;1,965;2,26;0,406;1,489;2,8422;-0,041;0,709
31.07.2015;0,643;1,77;1,881;2,181;0,405;1,438;2,7583;-0,062;0,728
03.08.2015;0,628;1,769;1,866;2,149;0,409;1,431;2,75;-0,068;0,725
04.08.2015;0,638;1,771;1,872;2,222;0,386;1,424;2,7345;-0,098;0,726
05.08.2015;0,753;1,914;1,975;2,271;0,396;1,47;2,8032;-0,071;0,779
06.08.2015;0,708;1,868;1,923;2,222;0,421;1,448;2,8238;-0,118;0,744
07.08.2015;0,661;1,83;1,848;2,163;0,415;1,416;2,8433;-0,146;0,697
10.08.2015;0,697;1,826;1,922;2,228;0,4;1,47;2,7758;-0,14;0,694
11.08.2015;0,631;1,784;1,817;2,142;0,388;1,393;2,7738;-0,184;0,619
12.08.2015;0,603;1,821;1,794;2,149;0,353;1,394;2,6625;-0,208;0,565
13.08.2015;0,629;1,781;1,839;2,186;0,374;1,397;2,738;-0,182;0,647
14.08.2015;0,659;1,81;1,877;2,199;0,374;1,39;2,7818;-0,185;0,664
17.08.2015;0,626;1,759;1,817;2,169;0,389;1,369;2,7797;-0,208;0,646
18.08.2015;0,641;1,812;1,875;2,193;0,371;1,394;2,7383;-0,194;0,65
19.08.2015;0,618;1,802;1,833;2,126;0,371;1,317;2,7397;-0,196;0,615
20.08.2015;0,581;1,819;1,763;2,069;0,356;1,287;2,6665;-0,211;0,571
21.08.2015;0,563;1,857;1,69;2,037;0,361;1,266;2,586;-0,21;0,54
24.08.2015;0,591;1,899;1,816;2,004;0,343;1,259;2,4975;-0,229;0,512
25.08.2015;0,729;1,98;1,906;2,072;0,38;1,327;2,593;-0,16;0,626
26.08.2015;0,703;1,975;1,954;2,176;0,366;1,439;2,6545;-0,174;0,615
27.08.2015;0,741;1,924;1,978;2,185;0,388;1,461;2,706;-0,149;0,677
28.08.2015;0,741;1,917;1,962;2,182;0,374;1,441;2,729;-0,15;0,675
31.08.2015;0,797;1,959;1,962;2,219;0,375;1,49;2,6632;-0,125;0,691
01.09.2015;0,796;1,996;1,932;2,153;0,356;1,426;2,6385;-0,102;0,739
02.09.2015;0,781;1,983;1,924;2,185;0,39;1,452;2,6905;-0,12;0,734
03.09.2015;0,723;1,911;1,902;2,16;0,396;1,459;2,686;-0,132;0,699
04.09.2015;0,666;1,876;1,825;2,125;0,355;1,436;2,627;-0,168;0,636
07.09.2015;0,674;1,89;1,805;2,125;0,365;1,436;2,661;-0,173;0,616
08.09.2015;0,675;1,831;1,838;2,184;0,35;1,468;2,667;-0,154;0,617
09.09.2015;0,697;1,837;1,867;2,202;0,364;1,49;2,737;-0,125;0,639
10.09.2015;0,694;1,86;1,872;2,223;0,345;1,491;2,71;-0,111;0,653
11.09.2015;0,652;1,832;1,829;2,189;0,34;1,471;2,736;-0,099;0,643
14.09.2015;0,654;1,851;1,851;2,184;0,359;1,469;2,693;-0,095;0,655
15.09.2015;0,742;1,892;1,91;2,288;0,377;1,568;2,679;-0,036;0,754
16.09.2015;0,773;1,918;1,941;2,295;0,365;1,593;2,796;-0,011;0,809
17.09.2015;0,779;1,902;1,954;2,191;0,36;1,53;2,865;0,013;0,846
18.09.2015;0,662;1,761;1,829;2,134;0,309;1,46;2,771;-0,056;0,73
21.09.2015;0,683;1,804;1,883;2,202;0,309;1,539;2,717;-0,045;0,746
22.09.2015;0,589;1,747;1,783;2,135;0,309;1,478;2,75;-0,097;0,672
23.09.2015;0,596;1,738;1,795;2,151;0,309;1,489;2,666;-0,09;0,687
24.09.2015;0,602;1,741;1,754;2,128;0,326;1,467;2,656;-0,111;0,665
25.09.2015;0,647;1,793;1,839;2,163;0,319;1,523;2,692;-0,096;0,717
28.09.2015;0,585;1,743;1,77;2,096;0,353;1,442;2,686;-0,131;0,672
29.09.2015;0,582;1,713;1,755;2,052;0,327;1,431;2,584;-0,133;0,671
30.09.2015;0,586;1,723;1,761;2,038;0,351;1,43;2,605;-0,142;0,714
01.10.2015;0,535;1,68;1,741;2,038;0,317;1,424;2,619;-0,172;0,656
02.10.2015;0,509;1,63;1,701;1,994;0,312;1,398;2,619;-0,225;0,598
05.10.2015;0,565;1,653;1,784;2,057;0,308;1,439;2,551;-0,216;0,646
06.10.2015;0,595;1,691;1,797;2,032;0,324;1,419;2,603;-0,196;0,674
07.10.2015;0,592;1,702;1,825;2,068;0,336;1,453;2,631;-0,197;0,664
08.10.2015;0,585;1,685;1,814;2,105;0,328;1,503;2,622;-0,207;0,653
09.10.2015;0,615;1,692;1,862;2,089;0,315;1,517;2,708;-0,195;0,687
12.10.2015;0,577;1,679;1,818;2,089;0,315;1,517;2,708;-0,202;0,656
13.10.2015;0,586;1,655;1,827;2,045;0,31;1,443;2,662;-0,199;0,679
14.10.2015;0,54;1,627;1,756;1,973;0,302;1,391;2,591;-0,227;0,634
15.10.2015;0,549;1,644;1,765;2,018;0,319;1,439;2,561;-0,227;0,625
16.10.2015;0,547;1,602;1,801;2,034;0,315;1,466;2,595;-0,244;0,629
19.10.2015;0,564;1,594;1,822;2,024;0,327;1,453;2,597;-0,256;0,645
20.10.2015;0,625;1,661;1,854;2,068;0,309;1,538;2,617;-0,247;0,724
21.10.2015;0,567;1,604;1,796;2,024;0,313;1,455;2,657;-0,27;0,713
22.10.2015;0,495;1,448;1,798;2,027;0,303;1,451;2,627;-0,308;0,678
23.10.2015;0,511;1,498;1,86;2,088;0,298;1,503;2,611;-0,316;0,691
26.10.2015;0,499;1,492;1,829;2,057;0,316;1,44;2,661;-0,315;0,661
27.10.2015;0,442;1,44;1,762;2,038;0,301;1,418;2,632;-0,357;0,627
28.10.2015;0,438;1,405;1,795;2,102;0,282;1,48;2,575;-0,352;0,539
29.10.2015;0,53;1,477;1,92;2,173;0,293;1,544;2,581;-0,29;0,619
30.10.2015;0,517;1,479;1,921;2,143;0,304;1,539;2,611;-0,294;0,627
02.11.2015;0,557;1,646;1,934;2,172;0,31;1,571;2,62;-0,285;0,648
03.11.2015;0,573;1,657;1,978;2,211;0,31;1,612;2,681;-0,292;0,666
04.11.2015;0,598;1,668;1,993;2,226;0,318;1,63;2,731;-0,296;0,702
05.11.2015;0,606;1,696;1,967;2,233;0,314;1,646;2,784;-0,32;0,747
06.11.2015;0,692;1,787;2,037;2,326;0,316;1,712;2,788;-0,305;0,835
09.11.2015;0,661;1,743;2,035;2,344;0,328;1,716;2,903;-0,324;0,836
10.11.2015;0,62;1,685;2,026;2,343;0,312;1,704;2,886;-0,341;0,807
11.11.2015;0,61;1,629;2,051;2,333;0,311;1,704;2,866;-0,303;0,804
12.11.2015;0,607;1,607;2,007;2,312;0,296;1,696;2,949;-0,303;0,92
13.11.2015;0,558;1,563;1,979;2,267;0,3;1,649;2,952;-0,324;0,867
16.11.2015;0,529;1,567;1,939;2,268;0,298;1,647;2,894;-0,338;0,839
17.11.2015;0,523;1,564;1,975;2,267;0,294;1,656;2,914;-0,333;0,835
18.11.2015;0,505;1,522;1,922;2,274;0,295;1,648;2,889;-0,338;0,825
19.11.2015;0,478;1,51;1,883;2,249;0,292;1,622;2,914;-0,331;0,854
20.11.2015;0,479;1,494;1,873;2,263;0,319;1,622;2,901;-0,341;0,818
23.11.2015;0,529;1,519;1,876;2,239;0,319;1,61;2,935;-0,313;0,847
24.11.2015;0,516;1,506;1,867;2,239;0,315;1,613;2,915;-0,318;0,83
25.11.2015;0,47;1,429;1,883;2,235;0,299;1,588;2,874;-0,354;0,759
26.11.2015;0,469;1,427;1,84;2,235;0,295;1,563;2,823;-0,361;0,713
27.11.2015;0,459;1,402;1,815;2,221;0,3;1,568;2,843;-0,372;0,717
30.11.2015;0,472;1,417;1,824;2,207;0,302;1,567;2,859;-0,388;0,741
01.12.2015;0,467;1,408;1,761;2,144;0,294;1,491;2,838;-0,398;0,74
02.12.2015;0,469;1,386;1,752;2,181;0,317;1,513;2,8;-0,395;0,737
03.12.2015;0,665;1,639;1,882;2,314;0,314;1,619;2,842;-0,243;0,868
04.12.2015;0,677;1,652;1,921;2,27;0,336;1,577;2,95;-0,242;0,942
07.12.2015;0,581;1,549;1,802;2,23;0,325;1,518;2,95;-0,327;0,87
08.12.2015;0,57;1,55;1,821;2,219;0,315;1,503;2,835;-0,279;0,889
09.12.2015;0,599;1,569;1,875;2,217;0,301;1,487;2,816;-0,237;0,912
10.12.2015;0,567;1,548;1,865;2,231;0,307;1,482;2,849;-0,22;0,853
11.12.2015;0,539;1,537;1,812;2,128;0,317;1,406;2,851;-0,234;0,824
14.12.2015;0,573;1,635;1,839;2,223;0,295;1,469;2,816;-0,205;0,851
15.12.2015;0,64;1,682;1,937;2,267;0,291;1,487;2,819;-0,149;0,932
16.12.2015;0,677;1,689;1,945;2,297;0,296;1,51;2,864;-0,147;0,98
17.12.2015;0,598;1,627;1,849;2,224;0,292;1,426;2,843;-0,164;0,98
18.12.2015;0,547;1,57;1,829;2,205;0,265;1,398;2,756;-0,173;0,944
21.12.2015;0,549;1,585;1,815;2,193;0,275;1,38;2,751;-0,152;0,984
22.12.2015;0,601;1,635;1,874;2,237;0,27;1,415;2,73;-0,126;1,014
23.12.2015;0,626;1,655;1,937;2,254;0,27;1,413;2,774;-0,101;1,055
24.12.2015;0,635;1,666;1,918;2,242;0,276;1,373;2,766;-0,112;1,055
25.12.2015;0,635;1,666;1,918;2,242;0,274;1,373;2,772;-0,112;1,055
28.12.2015;0,562;1,607;1,918;2,231;0,262;1,375;2,771;-0,141;1,051
29.12.2015;0,628;1,628;1,9;2,306;0,263;1,406;2,685;-0,096;1,031
30.12.2015;0,628;1,592;1,987;2,295;0,26;1,398;2,803;-0,091;0,99
31.12.2015;0,628;1,592;1,959;2,27;0,26;1,392;2,88;-0,091;0,99
01.01.2016;0,628;1,592;1,959;2,27;0,26;1,392;2,88;-0,091;0,99
04.01.2016;0,565;1,547;1,875;2,244;0,254;1,397;2,815;-0,073;0,913
05.01.2016;0,539;1,498;1,873;2,237;0,253;1,374;2,805;-0,098;0,861
06.01.2016;0,502;1,481;1,792;2,171;0,245;1,324;2,763;-0,111;0,857
07.01.2016;0,538;1,551;1,802;2,146;0,236;1,32;2,711;-0,079;0,851
08.01.2016;0,513;1,527;1,769;2,116;0,221;1,294;2,776;-0,117;0,843
11.01.2016;0,54;1,584;1,776;2,176;0,221;1,321;2,751;-0,105;0,848
12.01.2016;0,532;1,612;1,746;2,104;0,215;1,26;2,786;-0,103;0,825
13.01.2016;0,566;1,555;1,74;2,094;0,195;1,232;2,761;-0,147;0,801
14.01.2016;0,573;1,574;1,73;2,088;0,237;1,228;2,681;-0,141;0,771
15.01.2016;0,539;1,564;1,661;2,036;0,214;1,15;2,694;-0,167;0,746
18.01.2016;0,536;1,564;1,69;2,036;0,207;1,159;2,694;-0,174;0,762
19.01.2016;0,548;1,557;1,698;2,057;0,22;1,176;2,714;-0,152;0,787
20.01.2016;0,481;1,649;1,62;1,983;0,212;1,16;2,659;-0,198;0,688
21.01.2016;0,449;1,561;1,669;2,032;0,226;1,263;2,693;-0,223;0,646
22.01.2016;0,483;1,572;1,709;2,053;0,232;1,314;2,733;-0,202;0,705
25.01.2016;0,471;1,557;1,686;2,002;0,218;1,242;2,736;-0,227;0,687
26.01.2016;0,445;1,506;1,691;1,995;0,212;1,263;2,69;-0,253;0,671
27.01.2016;0,443;1,497;1,709;2;0,209;1,245;2,677;-0,224;0,688
28.01.2016;0,403;1,512;1,669;1,979;0,222;1,237;2,689;-0,232;0,663
29.01.2016;0,324;1,413;1,559;1,922;0,095;1,222;2,635;-0,279;0,601
01.02.2016;0,35;1,467;1,62;1,949;0,05;1,226;2,619;-0,28;0,608
02.02.2016;0,306;1,485;1,542;1,846;0,079;1,116;2,62;-0,303;0,579
03.02.2016;0,274;1,436;1,531;1,887;0,06;1,152;2,521;-0,323;0,535
04.02.2016;0,302;1,532;1,565;1,84;0,049;1,146;2,572;-0,287;0,537
05.02.2016;0,295;1,553;1,558;1,837;0,022;1,127;2,548;-0,277;0,524
08.02.2016;0,217;1,676;1,41;1,749;0,037;1,048;2,588;-0,344;0,446
09.02.2016;0,233;1,682;1,411;1,727;-0,03;1,046;2,408;-0,33;0,46
10.02.2016;0,241;1,636;1,411;1,669;0,017;0,999;2,406;-0,277;0,445
11.02.2016;0,186;1,712;1,303;1,66;0,017;1,021;2,375;-0,322;0,399
12.02.2016;0,26;1,647;1,412;1,749;0,08;1,128;2,42;-0,272;0,454
15.02.2016;0,237;1,598;1,429;1,749;0,083;1,128;2,516;-0,298;0,492
16.02.2016;0,265;1,622;1,439;1,773;0,025;1,158;2,524;-0,313;0,536
17.02.2016;0,268;1,6;1,479;1,82;0,05;1,176;2,484;-0,294;0,518
18.02.2016;0,217;1,552;1,444;1,74;0,015;1,11;2,536;-0,341;0,519
19.02.2016;0,201;1,562;1,413;1,746;0,006;1,117;2,43;-0,333;0,503
22.02.2016;0,175;1,518;1,393;1,753;-0,008;1,122;2,454;-0,363;0,486
23.02.2016;0,183;1,529;1,432;1,723;-0,001;1,12;2,419;-0,391;0,511
24.02.2016;0,153;1,532;1,36;1,749;-0,063;1,148;2,398;-0,408;0,466
25.02.2016;0,137;1,511;1,363;1,717;-0,074;1,143;2,399;-0,414;0,448
26.02.2016;0,146;1,472;1,398;1,763;-0,074;1,181;2,384;-0,412;0,461
29.02.2016;0,106;1,421;1,335;1,736;-0,065;1,188;2,399;-0,463;0,462
01.03.2016;0,145;1,38;1,396;1,826;-0,068;1,233;2,354;-0,455;0,478
02.03.2016;0,206;1,458;1,461;1,841;-0,033;1,247;2,46;-0,433;0,535
03.03.2016;0,169;1,42;1,43;1,835;-0,015;1,219;2,557;-0,435;0,506
04.03.2016;0,237;1,46;1,483;1,875;-0,05;1,248;2,552;-0,408;0,536
07.03.2016;0,224;1,458;1,479;1,907;-0,055;1,273;2,582;-0,419;0,536
08.03.2016;0,181;1,418;1,384;1,83;-0,108;1,179;2,557;-0,428;0,485
09.03.2016;0,24;1,408;1,469;1,877;-0,02;1,245;2,553;-0,359;0,526
10.03.2016;0,305;1,458;1,537;1,933;-0,024;1,296;2,589;-0,304;0,573
11.03.2016;0,27;1,326;1,574;1,985;-0,013;1,36;2,678;-0,302;0,595
14.03.2016;0,279;1,304;1,55;1,96;-0,044;1,34;2,692;-0,292;0,621
15.03.2016;0,315;1,365;1,535;1,971;-0,012;1,327;2,669;-0,28;0,642
16.03.2016;0,31;1,332;1,522;1,909;-0,084;1,297;2,633;-0,304;0,622
17.03.2016;0,229;1,268;1,454;1,897;-0,052;1,286;2,553;-0,33;0,551
18.03.2016;0,211;1,259;1,447;1,874;-0,098;1,283;2,55;-0,335;0,532
21.03.2016;0,23;1,251;1,476;1,916;-0,098;1,299;2,564;-0,329;0,541
22.03.2016;0,21;1,252;1,455;1,941;-0,102;1,328;2,601;-0,332;0,522
23.03.2016;0,193;1,294;1,448;1,88;-0,119;1,243;2,649;-0,344;0,504
24.03.2016;0,179;1,3;1,451;1,901;-0,09;1,269;2,58;-0,352;0,49
25.03.2016;0,179;1,3;1,451;1,901;-0,098;1,269;2,566;-0,352;0,49
28.03.2016;0,179;1,3;1,451;1,887;-0,089;1,253;2,566;-0,352;0,49
29.03.2016;0,137;1,236;1,41;1,804;-0,088;1,176;2,574;-0,364;0,489
30.03.2016;0,156;1,213;1,433;1,824;-0,093;1,223;2,496;-0,371;0,509
31.03.2016;0,152;1,22;1,414;1,77;-0,035;1,224;2,489;-0,359;0,514
01.04.2016;0,133;1,218;1,408;1,771;-0,067;1,235;2,527;-0,364;0,484
04.04.2016;0,13;1,236;1,427;1,763;-0,088;1,22;2,465;-0,365;0,463
05.04.2016;0,098;1,269;1,374;1,721;-0,058;1,164;2,451;-0,375;0,428
06.04.2016;0,118;1,283;1,38;1,756;-0,064;1,21;2,435;-0,371;0,419
07.04.2016;0,089;1,388;1,327;1,69;-0,061;1,163;2,452;-0,396;0,451
08.04.2016;0,095;1,309;1,362;1,718;-0,088;1,226;2,404;-0,386;0,473
11.04.2016;0,11;1,336;1,393;1,726;-0,091;1,238;2,409;-0,376;0,465
12.04.2016;0,164;1,377;1,441;1,777;-0,107;1,291;2,465;-0,346;0,532
13.04.2016;0,127;1,296;1,422;1,765;-0,081;1,247;2,518;-0,354;0,521
14.04.2016;0,166;1,353;1,449;1,793;-0,097;1,292;2,521;-0,36;0,548
15.04.2016;0,127;1,333;1,413;1,753;-0,123;1,269;2,557;-0,382;0,525
18.04.2016;0,16;1,347;1,477;1,772;-0,119;1,298;2,493;-0,365;0,515
19.04.2016;0,168;1,4;1,507;1,786;-0,132;1,325;2,557;-0,348;0,521
20.04.2016;0,153;1,393;1,481;1,846;-0,14;1,332;2,526;-0,36;0,511
21.04.2016;0,238;1,46;1,59;1,862;-0,119;1,45;2,592;-0,304;0,596
22.04.2016;0,23;1,473;1,599;1,889;-0,115;1,514;2,633;-0,283;0,636
25.04.2016;0,263;1,531;1,607;1,914;-0,07;1,541;2,633;-0,251;0,663
26.04.2016;0,299;1,534;1,658;1,928;-0,105;1,548;2,652;-0,248;0,683
27.04.2016;0,286;1,517;1,626;1,852;-0,053;1,496;2,612;-0,249;0,633
28.04.2016;0,256;1,481;1,607;1,825;-0,083;1,475;2,516;-0,28;0,629
29.04.2016;0,271;1,487;1,595;1,834;-0,083;1,511;2,517;-0,259;0,62
02.05.2016;0,266;1,47;1,595;1,873;-0,129;1,533;2,521;-0,268;0,63
03.05.2016;0,2;1,454;1,527;1,797;-0,129;1,459;2,465;-0,301;0,563
04.05.2016;0,203;1,501;1,525;1,776;-0,129;1,4;2,429;-0,294;0,545
05.05.2016;0,161;1,493;1,464;1,746;-0,129;1,354;2,391;-0,291;0,545
06.05.2016;0,143;1,492;1,417;1,78;-0,123;1,354;2,29;-0,319;0,502
09.05.2016;0,125;1,46;1,41;1,752;-0,1;1,314;2,321;-0,322;0,499
10.05.2016;0,123;1,507;1,402;1,762;-0,095;1,313;2,302;-0,322;0,504
11.05.2016;0,125;1,472;1,391;1,738;-0,109;1,302;2,302;-0,336;0,48
12.05.2016;0,154;1,504;1,403;1,752;-0,123;1,315;2,295;-0,311;0,487
13.05.2016;0,123;1,472;1,375;1,701;-0,114;1,27;2,274;-0,327;0,471
16.05.2016;0,142;1,475;1,394;1,754;-0,109;1,311;2,229;-0,327;0,492
17.05.2016;0,132;1,451;1,369;1,773;-0,11;1,314;2,3;-0,332;0,495
18.05.2016;0,167;1,493;1,437;1,855;-0,098;1,365;2,29;-0,319;0,514
19.05.2016;0,169;1,492;1,438;1,85;-0,075;1,346;2,349;-0,311;0,521
20.05.2016;0,164;1,471;1,451;1,839;-0,118;1,346;2,303;-0,292;0,531
23.05.2016;0,176;1,478;1,448;1,836;-0,099;1,347;2,288;-0,296;0,526
24.05.2016;0,176;1,421;1,47;1,864;-0,109;1,364;2,278;-0,292;0,531
25.05.2016;0,151;1,351;1,454;1,867;-0,088;1,384;2,309;-0,303;0,525
26.05.2016;0,145;1,373;1,414;1,829;-0,125;1,327;2,277;-0,324;0,518
27.05.2016;0,137;1,353;1,435;1,852;-0,121;1,349;2,257;-0,322;0,513
